246,4000
247,4000
247,4000
245,4000
248,4000
247,4000
246,4000
248,4000
248,4000
247,4000
243,4000
242,4000
246,4000
246,4000
248,4000
245,4000
247,4000
246,4000
248,4000
243,4000
245,4000
245,4000
247,4000
246,4000
245,4000
245,4000
243,4000
246,4000
246,4000
242,4000
246,4000
247,4000
246,4000
245,4000
245,4000
247,4000
247,4000
246,4000
246,4000
244,4000
244,4000
247,4000
246,4000
245,4000
247,4000
247,4000
242,4000
248,4000
247,4000
247,4000
248,4000
248,4000
248,4000
243,4000
248,4000
248,4000
246,4000
247,4000
247,4000
247,4000
245,4000
244,4000
248,4000
243,4000
246,4000
248,4000
244,4000
244,4000
243,4000
246,4000
243,4000
243,4000
246,4000
245,4000
247,4000
243,4000
247,4000
244,4000
245,4000
247,4000
247,4000
247,4000
244,4000
248,4000
242,4000
247,4000
246,4000
245,4000
245,4000
246,4000
248,4000
248,4000
243,4000
247,4000
243,4000
248,4000
243,4000
246,4000
247,4000
248,4000
246,4000
246,4000
248,4000
247,4000
248,4000
247,4000
245,4000
248,4000
246,4000
247,4000
245,4000
245,4000
247,4000
247,4000
246,4000
243,4000
244,4000
246,4000
243,4000
244,4000
242,4000
248,4000
247,4000
246,4000
242,4000
245,4000
248,4000
245,4000
243,4000
247,4000
247,4000
246,4000
248,4000
246,4000
244,4000
246,4000
242,4000
247,4000
247,4000
246,4000
243,4000
247,4000
246,4000
246,4000
248,4000
244,4000
247,4000
246,4000
247,4000
245,4000
242,4000
244,4000
246,4000
248,4000
244,4000
248,4000
245,4000
245,4000
245,4000
246,4000
248,4000
246,4000
247,4000
242,4000
248,4000
248,4000
244,4000
248,4000
246,4000
248,4000
243,4000
242,4000
246,4000
248,4000
247,4000
243,4000
248,4000
247,4000
244,4000
247,4000
248,4000
246,4000
244,4000
242,4000
247,4000
246,4000
243,4000
247,4000
244,4000
242,4000
245,4000
246,4000
245,4000
245,4000
247,4000
244,4000
245,4000
240,4000
248,4000
239,4000
248,4000
248,4000
244,4000
245,4000
248,4000
248,4000
240,4000
247,4000
246,4000
246,4000
246,4000
247,4000
244,4000
246,4000
245,4000
248,4000
242,4000
246,4000
248,4000
240,4000
242,4000
241,4000
244,4000
245,4000
248,4000
245,4000
246,4000
248,4000
248,4000
248,4000
248,4000
246,4000
248,4000
247,4000
247,4000
248,4000
248,4000
245,4000
241,4000
247,4000
245,4000
247,4000
248,4000
246,4000
247,4000
244,4000
244,4000
245,4000
246,4000
247,4000
