12,4000
7,4000
8,4000
12,4000
16,4000
7,4000
16,4000
19,4000
11,4000
9,4000
9,4000
5,4000
13,4000
10,4000
10,4000
12,4000
26,4000
6,4000
3,4000
10,4000
13,4000
8,4000
8,4000
12,4000
8,4000
15,4000
4,4000
13,4000
14,4000
13,4000
13,4000
12,4000
20,4000
6,4000
11,4000
13,4000
5,4000
13,4000
10,4000
28,4000
10,4000
18,4000
8,4000
10,4000
16,4000
20,4000
10,4000
11,4000
11,4000
16,4000
9,4000
9,4000
17,4000
16,4000
22,4000
16,4000
22,4000
19,4000
19,4000
18,4000
3,4000
17,4000
18,4000
7,4000
9,4000
21,4000
10,4000
14,4000
10,4000
15,4000
24,4000
18,4000
14,4000
16,4000
21,4000
12,4000
14,4000
7,4000
11,4000
21,4000
23,4000
21,4000
14,4000
16,4000
17,4000
13,4000
19,4000
17,4000
10,4000
10,4000
29,4000
22,4000
18,4000
4,4000
8,4000
14,4000
13,4000
9,4000
11,4000
14,4000
16,4000
14,4000
11,4000
10,4000
23,4000
3,4000
29,4000
12,4000
20,4000
3,4000
23,4000
8,4000
7,4000
28,4000
13,4000
12,4000
18,4000
12,4000
18,4000
3,4000
20,4000
18,4000
9,4000
16,4000
20,4000
24,4000
13,4000
19,4000
14,4000
6,4000
5,4000
17,4000
9,4000
10,4000
17,4000
31,4000
8,4000
18,4000
24,4000
18,4000
10,4000
10,4000
9,4000
11,4000
15,4000
14,4000
5,4000
7,4000
16,4000
11,4000
7,4000
14,4000
15,4000
18,4000
14,4000
12,4000
18,4000
14,4000
9,4000
13,4000
12,4000
10,4000
15,4000
18,4000
22,4000
12,4000
10,4000
8,4000
5,4000
13,4000
10,4000
15,4000
23,4000
17,4000
17,4000
17,4000
13,4000
8,4000
17,4000
14,4000
17,4000
23,4000
7,4000
9,4000
9,4000
22,4000
6,4000
12,4000
18,4000
16,4000
3,4000
12,4000
11,4000
14,4000
35,4000
4,4000
11,4000
12,4000
9,4000
21,4000
5,4000
26,4000
12,4000
9,4000
16,4000
8,4000
14,4000
21,4000
19,4000
12,4000
19,4000
15,4000
9,4000
4,4000
12,4000
13,4000
16,4000
11,4000
9,4000
11,4000
3,4000
8,4000
22,4000
7,4000
10,4000
8,4000
17,4000
7,4000
10,4000
15,4000
14,4000
24,4000
15,4000
7,4000
18,4000
18,4000
10,4000
16,4000
8,4000
13,4000
9,4000
13,4000
10,4000
5,4000
25,4000
10,4000
21,4000
8,4000
19,4000
19,4000
